Sentiment,TweetId,TweetText
neutral,1.26E+17,@apple @internode #icloud #ios5 #piracy omg no wonder ive used all my downloads!!
neutral,1.26E+17,@apple Iphone's & Ipad's beautiful technology but alltogether mainly a marketing platform. It's obscure is'nt it? Apple lost it's touch.
neutral,1.26E+17,@JarjarTee @apple That's really good. Makes you happy to pay the infamous @apple tax :)
neutral,1.26E+17,Hall Pass had me rolling...... @Apple bee's lookin for nookie really
neutral,1.26E+17,"@hanrahan52 @apple Don't say things you can't take back, Joel."
neutral,1.26E+17,@coatgal @apple considering his circumstances - suffering faults on/off for long periods -They replaced his phone with a new as a  goodwill
neutral,1.26E+17,"@coatgal @apple Paul had a chat with an advisor explained the problem : cost £120 repair !!
BUT wait for it , drumroll . . . ."
neutral,1.26E+17,"#Steve #Jobs #Tribute iPhone 4S Cases Now Available #iphonecases
http://t.co/2hyurIiq
#stevejobstributecases
@ikaveri @iamsrk @apple"
neutral,1.26E+17,"@coatgal had a really interestng experience up in the @Apple store though, Paul was with me up there, faulty #iphone4 - but out of warranty"
neutral,1.26E+17,@apple @appstore @mac @iOs @Ipad @siri Will siri be available for iPad 2?
neutral,1.26E+17,Can this ho Siri update your tweets? cc: @apple @iPhone_News
neutral,1.26E+17,@Apple's Success is Also #Google's Gain as #Mobile #Advertising Balloons http://t.co/0400ynQY
neutral,1.26E+17,"@_alastair w/ respect, the old alternatives were talking to a computer in india or the geek squad. @apple does a pretty great job."
neutral,1.26E+17,"@jackiestone1 yes! Tech peeps talk so much about algorithms, but tech should always tie back to people. @apple proves this #imediasummit"
neutral,1.26E+17,The great tech battle ft @facebook @amazon @apple and more http://t.co/ws4lWWXy via @fastcompany
neutral,1.26E+17,Another shrewd business model move by @Amazon http://t.co/OQJRRYFq Rooting for the dark horse in the @facebook @google @apple war? #tech
neutral,1.26E+17,RT @Apple sells 4 million iPhone 4S in 3 days http://t.co/vElmtzNS via @reuters
neutral,1.26E+17,Flowers & Apples shower the Santa Monica @Apple store in honor of #SteveJobs http://t.co/xGf60gMs
neutral,1.26E+17,is it me or @blackberry is begging ppl not to go @apple #iphone http://t.co/X3gdBUyK
neutral,1.26E+17,Do people loved Steve? Check out this photo from @Apple store http://t.co/jIqBGghC
neutral,1.26E+17,RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt;@apple Wow!!
neutral,1.26E+17,"Why @Apple so valuable, good analysis of trended profits, iOS vs. Microsoft: Comparing the bottom lines  http://t.co/k9qst4R4 via @asymco"
neutral,1.26E+17,@audrievv @apple You can still use  #MobileMe webhosting (with or without #iWeb) after converting to #iCloud.
neutral,1.26E+17,http://t.co/48emAEID #SteveJobs memorial @Apple #Boylston
neutral,1.26E+17,I am now the proud owner of @apple tv thanks to big bro @steveeadie and family!!
neutral,1.26E+17,"RT @robertoafelipe: @apple predicts #Siri in 1987 in video, the video is staged for September 2011 http://t.co/tFNRP3MD"
neutral,1.26E+17,"Head to our FB page for a link to the @Apple Community Support Page detailing how to turn off #newsstand auto renewal.

http://t.co/65HPp0tu"
neutral,1.26E+17,"@apple y u run out of 64gb iPhone!? Now I have to settle for 32gb. Saved 100$ though(:
#content"
neutral,1.26E+17,@apple is profiting a min of $400 per 4s.  They sold 4 million this weekend. That's another 1.6 Billion to Apples coffers! #worldRecession?
neutral,1.26E+17,"Big mo: In one week, @Apple #iCloud hits 20M users; 25M use #iOS 5 http://t.co/HTpUTBFK via @cnet"
neutral,1.26E+17,Smart as hell. The Great Tech War Of 2012. http://t.co/0O1CfCIZ  Fab Four: @apple @google @amazon @facebook via @kvox #mustread
neutral,1.26E+17,@learmonth @Cue improves iMessage + engages @Apple content partners' customers better http://t.co/hhkvlwFB with social activity messaging
neutral,1.26E+17,@Twitter returns a Error 500 when we try to post the link to @Apple Support Community detailing how to turn off auto renewal subscriptions.
neutral,1.26E+17,RT @kvox: Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @fac ...
neutral,1.26E+17,@philipgrey @apple it's kinda sad that's the most relevant tweet I've seen today. Or kinda awesome. I'm not sure. #DevProblems
neutral,1.26E+17,Too bad I'm not an @Apple junkie. #icloud #apple #ios5
neutral,1.26E+17,@Apple buried the ability to manage #newsstand subscriptions under App Store Settings. This is inconvenient at best.
neutral,1.26E+17,Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @facebook
neutral,1.26E+17,"@apple predicts #Siri in 1987 in video, the video is staged for September 2011 http://t.co/tFNRP3MD"
neutral,1.26E+17,Smh at @ItsTheSituation for trying to cut in line for a 4S. Cmon mayne if @Apple's cofounder stood in line then you are too.
neutral,1.26E+17,"Go big or go home @Apple users - here are some apps that make your #4s iPhone ""s-s-super"" http://t.co/t74BQyim via @mashable - MS"
neutral,1.26E+17,RT @TechHamlet: Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple
neutral,1.26E+17,@pkedrosky @apple I am just waiting for my conf email from iCloud.
neutral,1.26E+17,"#wheniwas14... @Apple registered the domain name http://t.co/FPvKn1kJ, thus beginning their plan for world domination"
neutral,1.26E+17,Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple
neutral,1.26E+17,Twitter buzz for Best Buy: http://t.co/9SesENTu - RT @acappellamedia OH: Sales guy @BestBuy: &quot;I'm not selling or using any @apple p...
neutral,1.26E+17,Anyone know why we can only read iBooks on the iPhone and iPad? Any ideas how to read them on mac? @apple
neutral,1.26E+17,Why didn't @apple provide 5GB per device for cloud backup?  Why just 5GB per account?  Silly.
neutral,1.26E+17,New Blog! http://t.co/ENCSF1Ju @VerizonWireless @Motorola @Google @Apple #Android #DroidBionic #iPhone4S #4GLTE
neutral,1.26E+17,"Over the weekend, @Apple sold more than 4,000,000 iPhones. That’s about 16 iPhones sold every second."
neutral,1.26E+17,how do you sync gmail contacts with your iphone? help please! @apple @gmail
neutral,1.26E+17,"Loving these names. ""@Google Chases @Apple With Ice Cream Sandwich"" - http://t.co/u3LchmGD #mobile"
neutral,1.26E+17,YESSS @apple fix it also slow internet RT @SprintFeed: iPhone 4S owners are you having trouble with Siri connecting to internet?
neutral,1.26E+17,Going to the @apple store today to get this laptop situation figured out
neutral,1.26E+17,gulp...@Apple sells 4 million iPhone 4S in 3 days - Yahoo! Finance http://t.co/Zv7DXrIA via @YahooFinance
neutral,1.26E+17,Is @Apple's voice #tech really as impressive as the net thinks it is? http://t.co/Rbf23CNX #siri
neutral,1.26E+17,"Next year is going to be really interesting in tech as @Google, @Amazon, @Facebook and @Apple vie for new growth areas http://t.co/kkaKFsCH"
neutral,1.26E+17,RT @rickholgate: Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?
neutral,1.26E+17,Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?
neutral,1.26E+17,This!!!!!! RT @DennieB_15 👦👧👩👨👶👵👴👱👲👳👷💂👸👮..... Um why No black people❔❔❔@Apple
neutral,1.26E+17,👦👧👩👨👶👵👴👱👲👳👷💂👸👮..... Um why No black people❔❔❔@Apple
neutral,1.26E+17,too many companies don't have @apple management-- 60 sec vid-http://bit.ly/pwLpgQ #entrepreneur #startup @scalecomputing #pioniq
neutral,1.26E+17,@BikerVox @mariomussolini @ios_notch @apple xD thats why i have a back up PC… just incase *hides gun*
neutral,1.26E+17,@apple please provide support for a Bangla keyboard in iOS. It would make the life of many Bengali iOS users easier! #iphone
neutral,1.26E+17,@Apple sells 4 million on the first weekend. @Samsung sold over 30 million Galaxy S II phones globally.
neutral,1.26E+17,Hey @Apple - need more servers for Siri traffic?  I'm sure Google can help you out with that...
neutral,1.26E+17,I wish someone would gift me an unlocked iPhone 4s. #iPhone @Apple
neutral,1.26E+17,So apparently that's not the correct @apple
neutral,1.26E+17,I love @apple & I love my phone.. but ever since this damn update my texts keep saying they're full when there are none & that's a PROBLEM!!
neutral,1.26E+17,#opinion @Samsung need to be careful in @Apple patents issues - it looks a lot like you 'learned' a lot by making their chips!
neutral,1.26E+17,"Now who can guarantee that @apple hd nothing 2 do with @Blackberry RIM server failure?!Days after, over 4million iPhone 4S sold in 3days!?!"
neutral,1.26E+17,"RT @Porter_Anderson: ""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" @MikeShatzkin http://t.co/1 ..."
neutral,1.26E+17,RT @bsdalton: @apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11
neutral,1.26E+17,Ya hoo! @Apple sells 4 million iPhone 4S in 3 days http://t.co/rvdjSMMi (via @news360app) $AAPL
neutral,1.26E+17,@apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11
neutral,1.26E+17,"""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" @MikeShatzkin http://t.co/1ndxcMO1 #dbw #metacon"
neutral,1.26E+17,dear invisible intern/assistant: please go pick up my computer from the @apple hospital so i can upgrade to iOS5. thanks!
neutral,1.26E+17,#Siri I could have done with out its not that great #iPhone4S I hear the #iPhone5 is coming out #2013 @apple.inc
neutral,1.26E+17,Wow... @Apple sold 4 million iPhone 4S in a single weekend... http://t.co/WDLHZsza
neutral,1.26E+17,"OH: Sales guy @BestBuy: ""I'm not selling or using any @apple products during my mourning period over Job's passing."" hmmm.."
neutral,1.26E+17,"i wish my iPOD had a feature, when it's on the dock to scroll the artist, album, and song title in huge font across it... @Apple"
neutral,1.26E+17,"@Apple main office is #nowplaying  
A milli - Lil Wayne."
neutral,1.26E+17,@iphone4S  #IBM @apple iphone4s. Siri is not Watson @IBMWatson
neutral,1.26E+17,RT @TravisDommert: Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovati ...
neutral,1.26E+17,RT @TravisDommert:Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to #innov...
neutral,1.26E+17,"Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovation!  Eh, @mark_newton?"
neutral,1.26E+17,@apple @iphone sold more because its in more retail duhhhh. Also woz is correct people dont want tech answer just simple child like ones ok!
neutral,1.26E+17,Is at the @apple store waiting for a poorly iMac to be seen by a genius. Hopefully this will be painless. Not too bad in here.
neutral,1.26E+17,@Apple: Surely iOS5 with it's integrated @Twitter would greatly benefit from moving the # to at least the '123' keyboard page? #simplethings
neutral,1.26E+17,"@iancollinsuk @Apple what's incredible, is that people still buy into apple as world beater's.....not true anymore."
neutral,1.26E+17,@Apple very disappointed Hogwarts not choice on world clock on iPhone
neutral,1.26E+17,Great video @apple 1987 predicting tablets & a form of #siri at the end of this article RT @jedsinger: (cont) http://t.co/RDBeuCtt
neutral,1.26E+17,IHS: iPhone 4S shows key design and component changes. http://t.co/6tfiGiDV  @apple #apple #iphome4S #ios5
neutral,1.26E+17,IHS: iPhone 4S shows key design and component changes. http://t.co/gZmdzvLe  @apple #apple #iphome4S #ios5
neutral,1.26E+17,IHS: iPhone 4S shows key design and component changes. http://t.co/UxfA8Ukg  @apple #apple #iphome4S #ios5
neutral,1.26E+17,IHS: iPhone 4S shows key design and component changes. http://t.co/Y3Mali6y  @apple #apple #iphome4S #ios5
neutral,1.26E+17,RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple ...
neutral,1.26E+17,Great post on the upcoming Great Tech Wars of 2012! @amazon @apple @google @facebook http://t.co/OSeqhT7W via @cbillich
neutral,1.26E+17,RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @Apple
neutral,1.26E+17,Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple #recession
neutral,1.26E+17,RT @jldavid: iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)
neutral,1.26E+17,RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management
neutral,1.26E+17,"#BreakingNews @Gizmodo reports: @Apple #iPhone 4S sold over $4 million over the weekend! #TrueStory
  http://t.co/BEj32s6a"
neutral,1.26E+17,iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)
neutral,1.26E+17,Video: SIRI also gets angry. http://t.co/ksX2XZoR  @chrisvoss @apple #apple #siri #iphone4S #Ai
neutral,1.26E+17,Video: SIRI also gets angry. http://t.co/Ku288WX6  @chrisvoss @apple #apple #siri #iphone4S #Ai
neutral,1.26E+17,Video: SIRI also gets angry. http://t.co/Xx1chZbN  @chrisvoss @apple #apple #siri #iphone4S #Ai
neutral,1.26E+17,Video: SIRI also gets angry. http://t.co/tzigD99b  @chrisvoss @apple #apple #siri #iphone4S #Ai
neutral,1.26E+17,@bxlewi1 hey...do you know why @Apple hasn't added 4G support yet? Seems like an odd omission for such an advanced device.
neutral,1.26E+17,"Really @Apple and @ATT - Removing the 3G/EDGE switch on iOS 5? You do realize that you work on the 3G network in places often, right?"
neutral,1.26E+17,Apple sold FOUR MILLION iPhone 4S's in the first weekend: http://t.co/DdU2qM7O (via @Apple) #phonerecord #twiceiphone4sales
neutral,1.26E+17,iPhone 4S 8MP camera : It´s a SONY. http://t.co/X1J8HNZu @sony @apple #apple #iphone4S #cameras
neutral,1.26E+17,iPhone 4S 8MP camera : It´s a SONY. http://t.co/6uYIZeAK @sony @apple #apple #iphone4S #cameras
neutral,1.26E+17,iPhone 4S 8MP camera : It´s a SONY. http://t.co/njTHOi2x @sony @apple #apple #iphone4S #cameras
neutral,1.26E+17,iPhone 4S 8MP camera : It´s a SONY. http://t.co/BIqBEhTb @sony @apple #apple #iphone4S #cameras
neutral,1.26E+17,"@Bestbuy or @Apple to purchase my imac, iPad, and printer? #StudentDiscounts?"
neutral,1.26E+17,iPhone 4S: Setup SIRI for your Tweets. http://t.co/fZ216OiJ @apple #apple #iphone #siri
neutral,1.26E+17,iPhone 4S: Setup SIRI for your Tweets. http://t.co/eyHmHSTM @apple #apple #iphone #siri
neutral,1.26E+17,iPhone 4S: Setup SIRI for your Tweets. http://t.co/ws7LINTS @apple #apple #iphone #siri
neutral,1.26E+17,iPhone 4S: Setup SIRI for your Tweets. http://t.co/uecqHL6k @apple #apple #iphone #siri
neutral,1.26E+17,"Ever since I cleaned my Mighty Mouse ball with alcohol to get it rolling again, any time I click the ball it acts like a left click. @Apple"
neutral,1.26E+17,@apple So why is Siri only available on the iPhone 4S ?   - http://t.co/QZuNgyLW
neutral,1.26E+17,Lol and what do those look like? RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management
neutral,1.26E+17,Cool @apple / Steve Jobs infographic http://t.co/Prb5yx4X @MickH87 - timeline history
neutral,1.26E+17,Talking @Apple keynotes over lunch with @yuvalariav. Challenged him to check something out ;-)
neutral,1.26E+17,Does the iPhone4S no longer have that stupid 'network lost' pop up - possibly the most annoying thing ever that you cannot turn off @apple ?
neutral,1.26E+17,Steve's last Design is apparently the @apple #apple #iPhone 5 | http://t.co/DIfQTmwm
neutral,1.26E+17,OK @apple your accessories policy is out of hand. I need a powered line in to use the mic? Are you KIDDING ME?
neutral,1.26E+17,A court in Sydney banned the sale of @Samsung 's Galaxy Tab in Australia over intellectual property infringement claims by @Apple  #IP_wars
neutral,1.26E+17,@Apple received 1m pre-orders in a single day for its new iPhone 4S #consumer_demand #steve_jobs
neutral,1.26E+17,@apple can you get your iphone to stop vibrating when you get a text?
neutral,1.26E+17,"@Mommy_gaga,  #Win an @Apple iPod Touch and get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps"
neutral,1.26E+17,"#Siri on @Apple #iPhone4S can allow unauthorized access to texts and emails, even when the phone is locked!! http://t.co/0q5dLt22"
neutral,1.26E+17,"If you sign up for iClould, will you also get iRain? @apple #icloud."
neutral,1.26E+17,@Apple Not Likely to Win Appstore Suit Case Against @Amazon http://t.co/GNcDGQsc
neutral,1.26E+17,"Say no to 1,000 things. What are you saying ""no"" to? 7 Rules of Success from Steve Jobs of @apple #prodmgmt #management #innovation"
neutral,1.26E+17,ok it is back @iphone @apple
neutral,1.26E+17,Cat accusing tiger for roaring  #Samsung on @Apple
neutral,1.26E+17,@apple and @nintendo need to partner up for the app store
neutral,1.26E+17,"@apple stuck it to @amazon when it unveiled iCloud, showing that the placement of 'i' before the name of even a failed effort yields success"
neutral,1.26E+17,@nascarwriter right where I left it last week... #iphone4S #Apple @Apple  http://t.co/ksJh8BAS
neutral,1.26E+17,@paulbentleymelb @apple I think they call that profit-making 'genius'
neutral,1.26E+17,What's up with @apple stock going up after #SteveJobs death? #Apple #AppleStock
neutral,1.26E+17,@Apple needs to take down the Steve Jobs tribute and get back to promoting the brand - put the Cloud on the front page and start explaining
neutral,1.26E+17,"This is better than *every* magazine having their own #app! @EatMagazine @Apple supports magazines. #Ipad upgrade adds ""Newsstand"" #app"
neutral,1.26E+17,@twalve too busy having slappy hissy-fits with Samsung? @Apple
neutral,1.26E+17,Fregon el nuevo facebook para iPod/iPhone haha alomejor ya tiene rato pero yo lo acabo de actualizar @apple
neutral,1.26E+17,RT @MarcMonster: Siri keeps trying to send me to escort services....is that legal? @Apple
neutral,1.26E+17,Siri keeps trying to send me to escort services....is that legal? @Apple
neutral,1.26E+17,"Watching iGenius on @Discovery. Based on first 13 minutes, @Apple never should have gone public in 1980."
neutral,1.26E+17,"Ok, so it was a lion and not a leopard. Too much upgrading this weekend. @apple"
neutral,1.26E+17,@virgojud81 well maybe if you would set ya @apple products to send push notifications it would go through.
neutral,1.26E+17,@Apple's #Siri is great but #Google #Android always had that functionality youtu.be/gGbYVvU0Z5s #justsaying
neutral,1.26E+17,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/zRBak7kL #PampersHelloApps"
neutral,1.26E+17,hmm it seems i should have checked the identity of @apple first…
neutral,1.26E+17,"@apple out of respect, I really do think  the Apple logo should be revised to the one you have no doubt seen… http://t.co/xNKwgxme"
neutral,1.26E+17,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/en0iacwR #PampersHelloApps"
neutral,1.26E+17,@boothelk did you know the first @apple home computer to use a mouse was called 'the lisa' ??
neutral,1.26E+17,What? Are we not buying enough iPads already @apple ? Give us a break while we learn to cope with a post Steve Apple http://t.co/w7GTxQZ0
neutral,1.26E+17,@Apple do not buy an iPhone 4s that isn't in the store. THEY ARE NOT MADE YET AND DEFRAUDING YOU
neutral,1.26E+17,@Apple needs to give me a contract deal i get them new customers all the time #teamiphone
neutral,1.26E+17,@HTC vs @Apple who winning
neutral,1.26E+17,Steve Jobs Biopic Coming Soon - @Apple #Apple #SteveJobs http://t.co/DxZBa5bG
neutral,1.26E+17,@Jhoodmartin @rolandsmartin yes salute to Steve Jobs and @apple. I'm tweeting and you are watching on the IPad. Let's go Schaub time to lead
neutral,1.26E+17,"WOW DOGS!!

@Apple w/Starr earlier - upstairs in the huge soho store and all of a sudden she sprung to attention... http://t.co/b2PLMYVD"
neutral,1.26E+17,Digital X Worldwide | Today Is Steve Jobs Day In California @apple http://t.co/QSCHuMIN
neutral,1.26E+17,Watching @cotmtulsa webcast on Joseph  from my iPad on my @apple TV. I love technology. http://t.co/mpBZyl72
neutral,1.26E+17,"Comparing the @apple & @BlackBerry apps/interfaces, can anyone imagine how @BlackBerry could have done worse? #sadreally"
neutral,1.26E+17,Waiting patiently for me at the @apple store. @Badog420 http://t.co/NaFaeXuh
neutral,1.26E+17,@fundingroadmap @apple also knowing that this is no ending http://t.co/q08cBcuE
neutral,1.26E+17,Siri wasn't able to help me find the g-spot....bush league @apple
neutral,1.26E+17,@Apple MacBook Air.. satiliktir.
neutral,1.26E+17,"RT @Porter_Anderson: ""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" #fbf11 #publaunch @MikeShat ..."
neutral,1.26E+17,@apple http://t.co/2YcsCG68 via @donorschoose
neutral,1.26E+17,I just told my @apple 4S she was a stupid bitch and her reply was if you insist #lol
neutral,1.26E+17,Why can't I check just Notes (without mail) on Lion for #iCloud like I do on the iOS devices @apple ?
neutral,1.26E+17,You need to ask #Siri her favorite color and the average speed of an unladen swallow. Seems Someone @apple is a Monty python fan
neutral,1.26E+17,"""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" #fbf11 #publaunch @MikeShatzkin http://t.co/1ndxcMO1"
neutral,1.26E+17,"If I was @Apple, I'd publicly denounce and file suit against @Nuance. Then buy 'em on the cheap. #Siri"
neutral,1.26E+17,"@NoVaTyler I lost a lot that I paid for @apple @WordsWFriends etc! #nothappy oh well, poop happens"
neutral,1.26E+17,The folks at @apple are awesome! So glad I a #mactard
neutral,1.26E+17,"Waiting at end of 20 person line after checking in on time for my ""genius bar"" appt. @apple store...I do not find this system ""genius"" #FAIL"
neutral,1.26E+17,"While the improvements in @Apple Mac OS 10.7 #Lion are great, the full-screen implementation on 2 monitors is broken."
neutral,1.26E+17,@mcp111 @apple @AppStore Why are you asking us? Apple don't read messages on Twitter... and Apple aren't @Apple either
neutral,1.26E+17,@nansen @apple I have not heard of that. Hubby had no problems- I have not done it yet.
neutral,1.26E+17,"RT @TerryStorch: With @twitter and @apple partnership, would be great if SMS from 40404 to iOS devices would use imessage."
neutral,1.26E+17,Dear @apple can I still use #iWeb for my #mobileme website if I convert to iCloud with my Apple ID for mail and iCal??? #help #dtv thanks!
neutral,1.26E+17,#California Governor @JerryBrown declares today #SteveJobsDay in his State. Music video tribute  http://t.co/mNr1HIx2 @mashable @cnet @apple
neutral,1.26E+17,Lmao RT @RobynheaRtz: He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple
neutral,1.26E+17,"@Apple, why do you have such a beef with @Windows?  #cantwealljustgetalong"
neutral,1.26E+17,He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple
neutral,1.26E+17,What's up #twitpeeps? How's every @apple user liking iOS 5?
neutral,1.26E+17,"“@42Hermy: @Reddclay81 now that were done prasing @Apple 's #iOS5

Everyone go subscribe to notsosuperpro! #shamlessselfpromotion”"
neutral,1.26E+17,"RT @42Hermy: @Reddclay81 now that were done prasing @Apple 's #iOS5

Everyone go subscribe to notsosuperpro! #shamlessselfpromotion"
neutral,1.26E+17,"@Reddclay81 now that were done prasing @Apple 's #iOS5

Everyone go subscribe to notsosuperpro! #shamlessselfpromotion"
neutral,1.26E+17,"on that @Apple shit hard, change my twitter name to @_iFynest"
neutral,1.26E+17,I want Siri on my iPhone4 ! @apple
neutral,1.26E+17,"So @apple the new iMessage is great and all, but is there a way to default to SMS when I'm not on wifi? I have limited data."
neutral,1.26E+17,Right. Migrate from older mbp to imac using ethernet not firewire. Thanks Drew for saving me some $. @apple http://t.co/IAHHaGXy
neutral,1.26E+17,"Dear @apple, yesterday you sucked. Today you're awesome! Thanks LP Apple store, crash and burn mich ave store."
neutral,1.26E+17,@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh
neutral,1.26E+17,@Apple's Steve Jobs Gets His Day | PCWorld http://t.co/6gT6w2Od
neutral,1.26E+17,Back to the Future 2 where @Apple didn't even have IPhone
neutral,1.26E+17,Why didn't @Apple merge the address and search bars in Safari ala Crome in iOS 5? #simplethings
neutral,1.26E+17,"@reddclay81 Well then!

P.S. Did you respond so fast because of @Apple 's #iOS5 ?"
neutral,1.26E+17,"@adityasood @apple @Quora I totally agree, was talking w/friends about that yesterday. Siri Everywhere!"
neutral,1.26E+17,How much do @Apple’s factories cost? | asymco http://t.co/GH0tvqMO
neutral,1.26E+17,@Apple hits @Samsung in court again - http://t.co/l6brF3yB
neutral,1.26E+17,"@Mvm549 well, if it told you what you did to it or how it happened, it would be concrete evidence that @Apple is logging your life. :l"
neutral,1.26E+17,U pick Camera&Iphone4s orCamera&Ipad2?????????????? @apple
neutral,1.26E+17,"@Apple, Y U NO LET ME PRE-ORDER IPHONE 4S?"
neutral,1.26E+17,@Blogger loves @Apple iPhone. My blogpost finally done through iPhone apps.
neutral,1.26E+17,Can someone explain to me how the hell iMessage differs from a text message? @Apple #fb
neutral,1.26E+17,Can someone explain to me how the hell iMessage differs from a text message? @Apple
neutral,1.26E+17,"@Apple, feel free to accidently ship me a new iPhone 4s #nobigdeal"
neutral,1.26E+17,@Apple  I asked Siri 'if she swallowed' she relied 'Lets see' - wtf do i do now? wank over my phone?
neutral,1.26E+17,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/8MaDmqPc #PampersHelloApps"
neutral,1.26E+17,@apple How much is the student discount on the MacBook Air in Canada? Your reps have said both $50 and $100. Which is it? Thanks! #laptop
neutral,1.26E+17,@apple @AppStore @ihelpline when r u going to provide the ability to password protect iPad email???
neutral,1.26E+17,has the new iOS5 changed the way the iPad charges? I've noticed I can charge from my laptop & iPhone charger now @toptweets @BBCClick @apple
neutral,1.26E+17,You know what would be awesome? If @QVC sold @apple iPads on easy pay. #yesplease
neutral,1.26E+17,Thanks @apple my girlfriend likes #siri more than me now.
neutral,1.26E+17,"@Apple store dude ""i hear an accent where ru from?"" me ""no from ct, but ur not 1st 2 tell me that"" dude ""maybe its... http://t.co/93Ztje8p"
neutral,1.26E+17,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator -- Posts on Twitter
neutral,1.26E+17,@CoLDSToRAGE Haven't had a chance to check out the #android overhaul but ebooks are likely a response to @apple newsstand baked into #iOS5
neutral,1.26E+17,@apple no Siri support for Canada sucks #Siri but loving the new iPhone upgrade from my 3GS #iphone4s
neutral,1.26E+17,Awesome documentary about how apple was created.. #stevejobs #apple @apple http://t.co/Qetk8ds2
neutral,1.26E+17,Oops! Apparently @apple is some handle-squatter. Tweetbarassment.
neutral,1.26E+17,This video brought a small tear to my eye http://t.co/3va2ninp. Watch to @SteveWoz opinion of #SteveJobs and @Apple
neutral,1.26E+17,this reader button for safari is perfect for fic @apple #ios5 #stevejobsday
neutral,1.26E+17,"MacBook Pros constrained, new models appear in Apple’s inventory system @apple @macbookpro... http://t.co/blGr9Ue5"
neutral,1.26E+17,A Great iPhone 4S Review @engadget @iphone @apple http://t.co/gX07Qywe
neutral,1.26E+17,@apple Give Siri back!
neutral,1.26E+17,@Apple has lunched its new OS: iSO 5
neutral,1.26E+17,Bouquet for Jobs @Apple Store Nagoya http://t.co/pmEcxPug
neutral,1.26E+17,"New #iOS5 notification center is a big improvement, but @apple missed an easy trick by not making it fully available on lock screen."
neutral,1.26E+17,@apple http://t.co/LKm2JzIN
neutral,1.25E+17,The battle of voice controlled AI platforms. If they were mobile OS ind - same q's as in IE antitrust case in EU? Vlingo v @google v @apple
neutral,1.25E+17,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator - Posts on Twitter
neutral,1.25E+17,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/gIHYpzWO #PampersHelloApps"
neutral,1.25E+17,"Or hide it.. RT @LucasBlack: Dear @Apple.Re: Newsstand. Don't advertise magazines for free:they're NOT free.Also,allow us to remove the app."
neutral,1.25E+17,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/fnbKNwmj #PampersHelloApps Ends10/21"
neutral,1.25E+17,"@Mommy_gaga  #Win an @Apple iPod Touch @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps"
neutral,1.25E+17,I have to change my homepage from @apple.  Steve Jobs looks like an owl
